ard_millis,GPS Epoch Time,lat (deg),lat (min), long (deg),long (min),el (m),SOG (mm/s),COG (deg*1000),Vert Vel (mm/s)
408557,1489675521.80,-122,-2937015,37,3033426,-26.64,11402,113280,84
408954,1489675522.20,-122,-2936726,37,3033346,-26.62,11312,109680,229
409354,1489675522.60,-122,-2936428,37,3033266,-26.71,11589,109530,207
409759,1489675523.00,-122,-2936126,37,3033181,-26.70,11709,109810,152
410157,1489675523.40,-122,-2935819,37,3033091,-27.00,11746,110270,239
410554,1489675523.80,-122,-2935511,37,3033007,-27.14,12000,109230,221
410949,1489675524.20,-122,-2935200,37,3032921,-27.32,12210,109240,130
411346,1489675524.60,-122,-2934885,37,3032835,-27.22,12354,109710,90
411750,1489675525.00,-122,-2934567,37,3032750,-27.34,12442,109340,214
412147,1489675525.40,-122,-2934250,37,3032663,-27.36,12664,108900,239
412545,1489675525.80,-122,-2933922,37,3032579,-27.43,12751,108720,289
412942,1489675526.20,-122,-2933589,37,3032494,-27.42,12952,108620,226
413345,1489675526.60,-122,-2933256,37,3032407,-27.33,13022,108280,164
413749,1489675527.00,-122,-2932921,37,3032319,-27.33,13051,108460,142
414144,1489675527.40,-122,-2932582,37,3032230,-27.48,13127,108540,336
414543,1489675527.80,-122,-2932239,37,3032132,-27.68,13304,109070,207
414939,1489675528.20,-122,-2931894,37,3032043,-27.71,13375,107860,-27
415342,1489675528.60,-122,-2931548,37,3031951,-27.71,13374,109390,-30
415746,1489675529.00,-122,-2931205,37,3031861,-27.63,13262,109250,14
416313,1489675529.40,-122,-2930868,37,3031766,-27.71,13123,109150,7
416542,1489675529.80,-122,-2930537,37,3031672,-27.75,12909,109560,-53
416950,1489675530.20,-122,-2930210,37,3031581,-27.79,12725,109380,-63
417347,1489675530.60,-122,-2929893,37,3031491,-27.75,12369,109300,-28
417734,1489675531.00,-122,-2929577,37,3031408,-27.68,12159,109290,-110
418134,1489675531.40,-122,-2929272,37,3031326,-27.53,11819,109220,-245
418537,1489675531.80,-122,-2928971,37,3031254,-26.95,11500,108850,-245
418932,1489675532.20,-122,-2928689,37,3031183,-26.67,10870,108070,-199
419330,1489675532.60,-122,-2928414,37,3031107,-26.55,10668,109980,-318
419731,1489675533.00,-122,-2928153,37,3031030,-26.52,10157,109700,-226
420128,1489675533.40,-122,-2927906,37,3030961,-26.34,9513,109970,-236
420532,1489675533.80,-122,-2927675,37,3030894,-26.40,8913,111170,-187
420931,1489675534.20,-122,-2927460,37,3030817,-26.41,8492,115310,-355
421339,1489675534.60,-122,-2927257,37,3030741,-26.40,8093,115140,-376
421724,1489675535.00,-122,-2927064,37,3030662,-26.66,7628,116020,-280
422125,1489675535.40,-122,-2926891,37,3030575,-26.82,7389,119220,-223
422526,1489675535.80,-122,-2926742,37,3030491,-26.78,6697,121690,-9
422922,1489675536.20,-122,-2926622,37,3030399,-26.26,6430,132880,-265
423335,1489675536.60,-122,-2926520,37,3030281,-26.25,6547,141820,-226
423723,1489675537.00,-122,-2926442,37,3030165,-25.97,6039,147500,-201
424116,1489675537.40,-122,-2926380,37,3030046,-26.45,5687,154910,-105
424546,1489675537.80,-122,-2926328,37,3029933,-26.91,5219,157790,13
424933,1489675538.20,-122,-2926287,37,3029834,-26.85,4790,160320,-16
425318,1489675538.60,-122,-2926258,37,3029740,-26.77,4254,162830,-82
425721,1489675539.00,-122,-2926229,37,3029663,-27.02,3641,163920,-14
426125,1489675539.40,-122,-2926207,37,3029597,-27.21,3013,165320,9
426536,1489675539.80,-122,-2926193,37,3029546,-27.28,2278,165850,54
426913,1489675540.20,-122,-2926178,37,3029506,-27.21,1804,166510,-58
427309,1489675540.60,-122,-2926168,37,3029472,-27.37,1715,167230,56
427708,1489675541.00,-122,-2926155,37,3029441,-27.23,1807,167290,1
428111,1489675541.40,-122,-2926141,37,3029398,-27.37,1997,166730,72
428511,1489675541.80,-122,-2926128,37,3029352,-27.59,2126,167580,143
428910,1489675542.20,-122,-2926116,37,3029302,-27.59,2377,168140,60
429301,1489675542.60,-122,-2926101,37,3029244,-27.65,2953,168770,-44
429891,1489675543.00,-122,-2926083,37,3029175,-27.72,3369,167890,-16
430120,1489675543.40,-122,-2926061,37,3029100,-27.80,3796,167660,73
430512,1489675543.80,-122,-2926035,37,3029014,-27.87,4145,166970,40
430911,1489675544.20,-122,-2926007,37,3028923,-27.97,4446,167110,-159
431298,1489675544.60,-122,-2925976,37,3028825,-28.08,4795,166450,-168
431712,1489675545.00,-122,-2925946,37,3028720,-27.93,5016,165990,-144
432099,1489675545.40,-122,-2925910,37,3028614,-27.84,5131,164510,29
432510,1489675545.80,-122,-2925870,37,3028506,-27.83,5275,163550,80
432896,1489675546.20,-122,-2925822,37,3028400,-27.94,5288,161760,232
433307,1489675546.60,-122,-2925769,37,3028295,-28.11,5283,159490,265
433702,1489675547.00,-122,-2925707,37,3028189,-28.45,5278,156340,290
434106,1489675547.40,-122,-2925634,37,3028088,-28.85,5154,152260,334
434509,1489675547.80,-122,-2925549,37,3027998,-29.12,5276,148670,315
434915,1489675548.20,-122,-2925448,37,3027912,-29.60,5320,143200,640
435290,1489675548.60,-122,-2925343,37,3027837,-29.92,5136,140190,596
435699,1489675549.00,-122,-2925239,37,3027769,-30.11,4988,134650,572
436097,1489675549.40,-122,-2925120,37,3027711,-30.27,5188,126690,713
436494,1489675549.80,-122,-2924996,37,3027666,-30.52,4956,121380,467
436893,1489675550.20,-122,-2924869,37,3027635,-30.73,4841,111640,496
437286,1489675550.60,-122,-2924744,37,3027606,-30.83,4784,108870,397
437686,1489675551.00,-122,-2924613,37,3027604,-31.10,4799,95450,488
438083,1489675551.40,-122,-2924481,37,3027595,-30.84,4651,88050,222
438499,1489675551.80,-122,-2924370,37,3027584,-30.46,3823,87760,211
438890,1489675552.20,-122,-2924245,37,3027614,-30.20,5201,71260,151
439277,1489675552.60,-122,-2924107,37,3027655,-30.50,5424,69630,326
439695,1489675553.00,-122,-2923961,37,3027694,-30.96,5622,66180,508
440080,1489675553.40,-122,-2923812,37,3027742,-30.75,6294,64550,506
440487,1489675553.80,-122,-2923651,37,3027798,-30.45,6805,63020,392
440879,1489675554.20,-122,-2923480,37,3027865,-30.09,7180,62480,116
441272,1489675554.60,-122,-2923303,37,3027933,-29.77,7537,61940,74
441671,1489675555.00,-122,-2923124,37,3028006,-28.99,7964,61180,-188
442071,1489675555.40,-122,-2922933,37,3028088,-28.97,8067,61390,-140
442474,1489675555.80,-122,-2922746,37,3028172,-28.40,8317,61040,-167
442869,1489675556.20,-122,-2922553,37,3028257,-27.80,8450,61830,-309
443269,1489675556.60,-122,-2922348,37,3028344,-27.54,8659,61170,-472
443664,1489675557.00,-122,-2922142,37,3028432,-27.44,8519,61670,-445
444067,1489675557.40,-122,-2921940,37,3028520,-27.38,8362,60950,-408
444473,1489675557.80,-122,-2921752,37,3028598,-27.25,7759,61850,-169
444864,1489675558.20,-122,-2921541,37,3028659,-26.93,8358,69620,-641
445267,1489675558.60,-122,-2921335,37,3028754,-27.29,8435,58330,-266
445659,1489675559.00,-122,-2921136,37,3028835,-27.48,7954,60160,-197
446062,1489675559.40,-122,-2920948,37,3028901,-27.05,7401,63460,-520
446464,1489675559.80,-122,-2920761,37,3028942,-26.45,7249,68040,-972
446861,1489675560.20,-122,-2920571,37,3029013,-26.75,7533,65810,-559
447258,1489675560.60,-122,-2920388,37,3029079,-26.99,7186,65470,-408
447657,1489675561.00,-122,-2920217,37,3029143,-27.04,6726,64430,-305
448057,1489675561.40,-122,-2920057,37,3029200,-27.27,6219,64630,-33
448458,1489675561.80,-122,-2919912,37,3029256,-27.30,5691,64280,-92
448856,1489675562.20,-122,-2919780,37,3029306,-27.36,5168,64490,-26
449255,1489675562.60,-122,-2919661,37,3029346,-27.39,4544,65340,-77
449650,1489675563.00,-122,-2919552,37,3029378,-27.79,3782,66530,22
450054,1489675563.40,-122,-2919462,37,3029409,-28.21,3219,65970,222
450453,1489675563.80,-122,-2919390,37,3029426,-28.33,2512,68710,150
450848,1489675564.20,-122,-2919328,37,3029436,-28.52,2164,71900,43
451250,1489675564.60,-122,-2919269,37,3029437,-28.36,2165,75920,-1
451643,1489675565.00,-122,-2919210,37,3029428,-28.24,2111,78470,-9
452048,1489675565.40,-122,-2919150,37,3029416,-27.98,2214,83880,-22
452446,1489675565.80,-122,-2919087,37,3029400,-27.72,2362,91810,75
452847,1489675566.20,-122,-2919016,37,3029380,-27.88,2697,95670,179
453242,1489675566.60,-122,-2918935,37,3029367,-27.92,3104,101120,50
453640,1489675567.00,-122,-2918854,37,3029336,-28.31,3499,109550,264
454041,1489675567.40,-122,-2918765,37,3029294,-28.50,3895,114390,165
454447,1489675567.80,-122,-2918646,37,3029249,-27.92,5356,116840,171
454840,1489675568.20,-122,-2918549,37,3029178,-28.20,4770,131330,244
455270,1489675568.60,-122,-2918481,37,3029078,-27.87,5448,145150,-215
455636,1489675569.00,-122,-2918411,37,3028971,-28.18,5711,151770,154
456040,1489675569.40,-122,-2918342,37,3028849,-28.12,6247,153850,74
456441,1489675569.80,-122,-2918248,37,3028757,-26.38,5646,148740,-838
456841,1489675570.20,-122,-2918151,37,3028644,-26.87,6544,147870,-462
457236,1489675570.60,-122,-2918056,37,3028508,-27.43,7334,151560,-178
457631,1489675571.00,-122,-2917981,37,3028359,-26.83,8037,158260,-194
458033,1489675571.40,-122,-2917889,37,3028211,-27.38,8228,156140,1
458436,1489675571.80,-122,-2917792,37,3028052,-27.35,8598,154890,-146
458831,1489675572.20,-122,-2917690,37,3027896,-27.31,8974,154080,-29
459229,1489675572.60,-122,-2917583,37,3027730,-27.82,9215,154540,269
459630,1489675573.00,-122,-2917471,37,3027550,-28.28,9639,155270,410
460034,1489675573.40,-122,-2917353,37,3027366,-28.80,9882,154510,450
460431,1489675573.80,-122,-2917228,37,3027183,-29.22,10074,153750,291
460826,1489675574.20,-122,-2917102,37,3026982,-29.36,10529,154330,208
461225,1489675574.60,-122,-2916965,37,3026783,-30.04,10676,154320,438
461623,1489675575.00,-122,-2916833,37,3026584,-30.66,10657,154680,510
462024,1489675575.40,-122,-2916703,37,3026379,-31.24,11034,155420,643
462430,1489675575.80,-122,-2916574,37,3026177,-31.63,11102,155550,659
462823,1489675576.20,-122,-2916446,37,3025968,-32.23,11195,156140,715
463222,1489675576.60,-122,-2916318,37,3025763,-32.42,11227,155840,608
463618,1489675577.00,-122,-2916188,37,3025563,-32.66,11348,156080,549
464015,1489675577.40,-122,-2916055,37,3025359,-33.17,11376,155730,551
464420,1489675577.80,-122,-2915926,37,3025149,-33.67,11375,156040,633
464818,1489675578.20,-122,-2915795,37,3024940,-34.02,11228,155640,518
465217,1489675578.60,-122,-2915665,37,3024736,-34.25,11104,155450,403
465608,1489675579.00,-122,-2915535,37,3024529,-35.02,10855,153640,446
466014,1489675579.40,-122,-2915398,37,3024331,-35.23,10745,151670,402
466411,1489675579.80,-122,-2915248,37,3024139,-35.53,10666,148870,397
466810,1489675580.20,-122,-2915083,37,3023952,-35.69,10520,143010,363
467388,1489675580.60,-122,-2914902,37,3023781,-35.93,10565,138910,293
467625,1489675581.00,-122,-2914707,37,3023614,-36.08,10592,135970,343
468015,1489675581.40,-122,-2914499,37,3023457,-36.14,10586,133140,255
468416,1489675581.80,-122,-2914277,37,3023312,-36.08,10615,128320,130
468803,1489675582.20,-122,-2914044,37,3023179,-35.92,10690,125380,110
469202,1489675582.60,-122,-2913805,37,3023044,-35.80,10819,125850,-50
469606,1489675583.00,-122,-2913565,37,3022909,-35.86,10837,125580,-76
470001,1489675583.40,-122,-2913325,37,3022773,-35.62,10939,124890,-137
470544,1489675583.80,-122,-2913067,37,3022646,-35.92,11098,122000,-143
470814,1489675584.20,-122,-2912818,37,3022516,-35.74,11097,123920,-234
471207,1489675584.60,-122,-2912563,37,3022383,-35.73,11234,122430,-221
471595,1489675585.00,-122,-2912307,37,3022250,-35.52,11279,121920,-256
472006,1489675585.40,-122,-2912039,37,3022119,-35.28,11440,119980,-202
472410,1489675585.80,-122,-2911766,37,3022004,-35.26,11481,117710,-182
472807,1489675586.20,-122,-2911486,37,3021897,-35.15,11619,115230,-176
473208,1489675586.60,-122,-2911193,37,3021796,-35.05,11804,113340,-229
473606,1489675587.00,-122,-2910899,37,3021705,-34.83,11698,110200,-217
473999,1489675587.40,-122,-2910595,37,3021626,-34.68,11828,107230,-228
474398,1489675587.80,-122,-2910284,37,3021567,-34.03,12074,102010,-613
474793,1489675588.20,-122,-2909969,37,3021501,-33.98,12023,104230,-365
475191,1489675588.60,-122,-2909663,37,3021440,-34.01,11911,100570,-235
475602,1489675589.00,-122,-2909350,37,3021387,-33.83,12159,99360,-354
475990,1489675589.40,-122,-2909023,37,3021350,-33.79,12184,97720,-308
476399,1489675589.80,-122,-2908696,37,3021325,-33.61,12195,94940,-321
476803,1489675590.20,-122,-2908359,37,3021283,-33.39,12530,97810,-635
477206,1489675590.60,-122,-2908023,37,3021250,-33.44,12403,96210,-444
477603,1489675591.00,-122,-2907690,37,3021246,-32.83,12788,89960,-366
477997,1489675591.40,-122,-2907343,37,3021244,-32.94,12742,89980,-247
478396,1489675591.80,-122,-2906988,37,3021250,-33.02,13161,88420,-75
478783,1489675592.20,-122,-2906634,37,3021281,-32.97,13175,82410,312
479195,1489675592.60,-122,-2906289,37,3021288,-32.61,12976,88540,-356
479584,1489675593.00,-122,-2905951,37,3021290,-31.81,13013,88320,-390
479995,1489675593.40,-122,-2905599,37,3021296,-31.56,13078,88240,-180
480393,1489675593.80,-122,-2905252,37,3021303,-30.76,13209,86870,-309
480784,1489675594.20,-122,-2904896,37,3021311,-30.17,13314,86770,-307
481175,1489675594.60,-122,-2904542,37,3021324,-29.62,13369,86480,-321
481589,1489675595.00,-122,-2904185,37,3021333,-29.12,13479,86450,-271
481970,1489675595.40,-122,-2903824,37,3021345,-28.55,13561,86400,-166
482379,1489675595.80,-122,-2903460,37,3021355,-28.13,13648,86370,-234
482766,1489675596.20,-122,-2903092,37,3021352,-27.39,13686,85730,-286
483180,1489675596.60,-122,-2902727,37,3021363,-26.88,13796,85430,-296
483573,1489675597.00,-122,-2902360,37,3021382,-26.49,13793,83360,-402
483983,1489675597.40,-122,-2901992,37,3021397,-26.00,13822,81500,-447
484370,1489675597.80,-122,-2901619,37,3021424,-25.58,13848,79280,-428
484773,1489675598.20,-122,-2901246,37,3021470,-25.29,13877,76890,-364
485181,1489675598.60,-122,-2900883,37,3021531,-24.93,13802,75080,-362
485562,1489675599.00,-122,-2900520,37,3021599,-24.60,13868,73320,-366
485967,1489675599.40,-122,-2900165,37,3021684,-24.62,13588,72060,-210
486371,1489675599.80,-122,-2899813,37,3021783,-24.54,13866,69290,-154
486768,1489675600.20,-122,-2899463,37,3021896,-24.57,13841,66870,-181
487174,1489675600.60,-122,-2899121,37,3022016,-24.73,13692,64930,-107
487573,1489675601.00,-122,-2898782,37,3022149,-24.80,13831,62510,-155
487966,1489675601.40,-122,-2898450,37,3022293,-24.74,13819,60720,-250
488364,1489675601.80,-122,-2898121,37,3022451,-24.82,13982,58590,-63
488753,1489675602.20,-122,-2897801,37,3022613,-24.80,13929,57110,21
489154,1489675602.60,-122,-2897486,37,3022782,-24.67,13921,55610,-310
489549,1489675603.00,-122,-2897180,37,3022956,-24.48,13892,53410,-307
489959,1489675603.40,-122,-2896885,37,3023140,-24.20,13838,51640,-407
490364,1489675603.80,-122,-2896592,37,3023329,-24.17,13737,50600,-246
490756,1489675604.20,-122,-2896306,37,3023524,-24.25,13700,49040,-202
491151,1489675604.60,-122,-2896027,37,3023729,-24.26,13857,46890,-331
491558,1489675605.00,-122,-2895768,37,3023927,-23.78,13215,45310,-282
491948,1489675605.40,-122,-2895508,37,3024134,-23.74,13544,44910,-179
492341,1489675605.80,-122,-2895266,37,3024349,-23.83,13402,41960,203
492742,1489675606.20,-122,-2894993,37,3024556,-23.74,13538,44780,-516
493148,1489675606.60,-122,-2894723,37,3024768,-23.83,13683,44860,-575
493543,1489675607.00,-122,-2894455,37,3024985,-24.16,13639,44600,-364
493940,1489675607.40,-122,-2894189,37,3025199,-24.52,13530,44530,-225
494577,1489675607.80,-122,-2893926,37,3025415,-24.70,13713,43590,-191
494741,1489675608.20,-122,-2893664,37,3025630,-24.90,13584,44120,-191
495140,1489675608.60,-122,-2893399,37,3025843,-25.05,13592,44550,-252
495536,1489675609.00,-122,-2893132,37,3026061,-25.50,13740,43790,-135
495935,1489675609.40,-122,-2892868,37,3026276,-25.68,13624,43990,-75
496328,1489675609.80,-122,-2892605,37,3026482,-25.70,13430,45160,-157
496736,1489675610.20,-122,-2892342,37,3026692,-25.78,13609,44570,-117
497137,1489675610.60,-122,-2892081,37,3026902,-25.89,13481,44400,-82
497528,1489675611.00,-122,-2891822,37,3027108,-25.91,13320,44650,-195
497930,1489675611.40,-122,-2891569,37,3027306,-25.89,12992,45020,-204
498327,1489675611.80,-122,-2891320,37,3027502,-25.84,12722,45470,-294
498726,1489675612.20,-122,-2891078,37,3027691,-25.75,12446,45180,-290
499128,1489675612.60,-122,-2890844,37,3027880,-25.47,12321,43970,-449
499523,1489675613.00,-122,-2890614,37,3028066,-25.24,12052,44750,-371
499927,1489675613.40,-122,-2890388,37,3028244,-24.94,11818,45180,-495
500318,1489675613.80,-122,-2890170,37,3028417,-24.75,11463,44800,-478
500725,1489675614.20,-122,-2889962,37,3028587,-24.69,11037,43290,-544
501127,1489675614.60,-122,-2889761,37,3028757,-24.49,10834,43480,-466
501522,1489675615.00,-122,-2889565,37,3028921,-24.47,10416,43290,-346
501919,1489675615.40,-122,-2889377,37,3029083,-24.34,10116,42590,-339
502317,1489675615.80,-122,-2889197,37,3029238,-24.36,9589,43090,-183
502720,1489675616.20,-122,-2889024,37,3029387,-24.29,9158,42590,-212
503117,1489675616.60,-122,-2888863,37,3029523,-24.21,8683,43500,-181
503513,1489675617.00,-122,-2888698,37,3029666,-24.38,8672,42680,-237
503912,1489675617.40,-122,-2888540,37,3029811,-24.51,8618,41450,-181
504307,1489675617.80,-122,-2888389,37,3029943,-24.66,8079,42550,-118
504713,1489675618.20,-122,-2888239,37,3030073,-24.88,7923,42660,-96
505112,1489675618.60,-122,-2888094,37,3030203,-24.93,7821,42410,-152
505507,1489675619.00,-122,-2887954,37,3030330,-25.14,7594,42150,-56
505909,1489675619.40,-122,-2887818,37,3030457,-25.36,7499,41640,-83
506304,1489675619.80,-122,-2887684,37,3030589,-25.59,7533,41020,-138
506707,1489675620.20,-122,-2887554,37,3030721,-25.91,7421,40040,137
507109,1489675620.60,-122,-2887424,37,3030847,-25.93,7328,40070,5
507506,1489675621.00,-122,-2887294,37,3030976,-26.14,7467,39350,111
507904,1489675621.40,-122,-2887168,37,3031105,-26.24,7496,38280,175
508303,1489675621.80,-122,-2887043,37,3031236,-26.35,7614,37860,178
508702,1489675622.20,-122,-2886917,37,3031369,-26.52,7691,37490,173
509102,1489675622.60,-122,-2886792,37,3031504,-26.59,7727,37110,54
509497,1489675623.00,-122,-2886665,37,3031643,-26.64,7916,36870,36
509898,1489675623.40,-122,-2886537,37,3031780,-26.46,7802,37080,-19
510296,1489675623.80,-122,-2886409,37,3031917,-26.41,7842,37190,-46
510693,1489675624.20,-122,-2886279,37,3032061,-26.48,8087,36710,-14
511100,1489675624.60,-122,-2886148,37,3032205,-26.72,8009,36890,90
511494,1489675625.00,-122,-2886020,37,3032341,-26.47,7901,37070,-212
511891,1489675625.40,-122,-2885889,37,3032483,-26.61,8014,37200,-6
512288,1489675625.80,-122,-2885761,37,3032623,-26.76,7669,37530,-1
512690,1489675626.20,-122,-2885636,37,3032757,-26.85,7725,37160,48
513093,1489675626.60,-122,-2885516,37,3032889,-27.15,7305,36700,393
513486,1489675627.00,-122,-2885409,37,3033009,-27.28,6604,36500,358
513884,1489675627.40,-122,-2885314,37,3033121,-27.44,5945,35760,325
514285,1489675627.80,-122,-2885234,37,3033217,-27.50,5054,35360,105
514682,1489675628.20,-122,-2885163,37,3033296,-27.54,4441,34630,249
515088,1489675628.60,-122,-2885109,37,3033359,-27.57,3399,34090,117
515485,1489675629.00,-122,-2885068,37,3033408,-27.63,2549,33280,149
515878,1489675629.40,-122,-2885041,37,3033439,-27.56,1575,33190,48
516286,1489675629.80,-122,-2885027,37,3033454,-27.52,706,33270,12
516679,1489675630.20,-122,-2885019,37,3033461,-27.43,633,30360,-51
517079,1489675630.60,-122,-2885010,37,3033474,-27.38,771,28320,-15
517476,1489675631.00,-122,-2884999,37,3033484,-27.18,847,29690,-47
517875,1489675631.40,-122,-2884987,37,3033498,-27.08,884,31300,-65
518455,1489675631.80,-122,-2884971,37,3033521,-27.18,1202,31560,-21
518688,1489675632.20,-122,-2884949,37,3033546,-27.07,1680,32650,-98
519073,1489675632.60,-122,-2884923,37,3033572,-26.72,2384,28600,-48
519481,1489675633.00,-122,-2884891,37,3033626,-26.87,2829,27240,-20
519882,1489675633.40,-122,-2884854,37,3033687,-26.70,3512,24630,-89
520282,1489675633.80,-122,-2884815,37,3033773,-26.80,4116,21780,-46
520679,1489675634.20,-122,-2884776,37,3033869,-26.82,4630,20040,-133
521080,1489675634.60,-122,-2884742,37,3033973,-27.02,4887,17210,-62
521482,1489675635.00,-122,-2884706,37,3034081,-26.92,5210,15710,-45
521881,1489675635.40,-122,-2884671,37,3034196,-26.97,5613,14680,20
522270,1489675635.80,-122,-2884637,37,3034316,-26.92,5932,13430,-12
522670,1489675636.20,-122,-2884603,37,3034433,-26.71,5739,13120,106
523081,1489675636.60,-122,-2884566,37,3034553,-26.64,5812,13730,122
523460,1489675637.00,-122,-2884525,37,3034671,-26.19,5683,14780,-148
523876,1489675637.40,-122,-2884479,37,3034777,-25.85,5082,16760,-424
524275,1489675637.80,-122,-2884431,37,3034882,-25.58,5202,18810,-711
